hour_start,consumption,temperature_2m,precipitation,day_of_week
2024-02-27 02:00:00,0.79,2.315,0.0,1
2024-02-27 03:00:00,0.17,2.065,0.0,1
2024-02-27 04:00:00,0.73,1.665,0.0,1
2024-02-27 05:00:00,0.38,2.215,0.0,1
2024-02-27 06:00:00,0.35,3.015,0.0,1
2024-02-27 07:00:00,3.88,3.165,0.0,1
2024-02-27 08:00:00,1.16,3.865,0.0,1
2024-02-27 09:00:00,5.7,4.215,0.0,1
2024-02-27 10:00:00,2.64,4.665,0.0,1
2024-02-27 11:00:00,3.92,5.315,0.0,1
2024-02-27 12:00:00,2.62,5.865,0.0,1
2024-02-27 13:00:00,3.4,7.365,0.0,1
2024-02-27 14:00:00,1.78,7.715,0.0,1
2024-02-27 15:00:00,4.93,7.065,0.0,1
2024-02-27 16:00:00,2.94,7.015,0.0,1
2024-02-27 17:00:00,1.11,6.565,0.0,1
2024-02-27 18:00:00,1.84,6.115,0.0,1
2024-02-27 19:00:00,4.81,6.265,0.0,1
2024-02-27 20:00:00,3.59,6.515,0.0,1
2024-02-27 21:00:00,2.64,6.715,0.0,1
2024-02-27 22:00:00,1.99,6.815,0.0,1
2024-02-27 23:00:00,3.63,6.965,0.0,1
2024-02-28 00:00:00,0.84,6.965,0.0,2
2024-02-28 01:00:00,0.26,6.715,0.0,2
2024-02-28 02:00:00,0.28,6.865,0.0,2
2024-02-28 03:00:00,0.21,5.965,0.0,2
2024-02-28 04:00:00,0.19,6.365,0.1,2
2024-02-28 05:00:00,0.18,6.165,0.1,2
2024-02-28 06:00:00,2.79,5.415,0.0,2
2024-02-28 07:00:00,1.71,5.215,0.0,2
2024-02-28 08:00:00,1.48,6.115,0.0,2
2024-02-28 09:00:00,2.25,7.415,0.0,2
2024-02-28 10:00:00,2.31,8.465,0.0,2
2024-02-28 11:00:00,3.13,9.515,0.0,2
2024-02-28 12:00:00,4.49,10.165,0.0,2
2024-02-28 13:00:00,2.1,10.465,0.0,2
2024-02-28 14:00:00,0.62,11.065,0.0,2
2024-02-28 15:00:00,2.08,10.665,0.1,2
2024-02-28 16:00:00,3.83,9.915,0.2,2
2024-02-28 17:00:00,2.58,9.665,0.2,2
2024-02-28 18:00:00,1.04,10.065,0.0,2
2024-02-28 19:00:00,0.61,10.315,0.1,2
2024-02-28 20:00:00,1.14,10.265,0.1,2
2024-02-28 21:00:00,1.62,10.465,0.0,2
2024-02-28 22:00:00,0.7,10.515,0.0,2
2024-02-28 23:00:00,4.0,10.565,0.0,2
2024-02-29 00:00:00,3.62,10.565,0.0,3
2024-02-29 01:00:00,2.16,10.965,0.0,3
2024-02-29 02:00:00,1.2,10.715,0.0,3
2024-02-29 03:00:00,1.76,10.615,0.0,3
2024-02-29 04:00:00,0.52,10.515,0.0,3
2024-02-29 05:00:00,2.7,10.315,0.0,3
2024-02-29 06:00:00,0.98,10.265,0.0,3
2024-02-29 07:00:00,3.21,10.165,0.1,3
2024-02-29 08:00:00,2.42,10.365,0.1,3
2024-02-29 09:00:00,4.33,10.665,0.1,3
2024-02-29 10:00:00,4.94,10.465,0.5,3
2024-02-29 11:00:00,5.42,10.765,0.3,3
2024-02-29 12:00:00,3.51,10.765,0.3,3
2024-02-29 13:00:00,0.61,10.215,0.5,3
2024-02-29 14:00:00,0.66,9.915,0.4,3
2024-02-29 15:00:00,0.32,9.365,0.7,3
2024-02-29 16:00:00,2.15,8.615,1.3,3
2024-02-29 17:00:00,3.61,8.065,1.0,3
2024-02-29 18:00:00,7.03,7.515,0.7,3
2024-02-29 19:00:00,6.73,6.965,0.5,3
2024-02-29 20:00:00,3.2,6.415,0.3,3
2024-02-29 21:00:00,1.93,6.165,0.2,3
2024-02-29 22:00:00,2.4,5.965,0.1,3
2024-02-29 23:00:00,0.56,5.715,0.1,3
2024-03-01 00:00:00,0.47,5.215,0.0,4
2024-03-01 01:00:00,0.6,4.615,0.0,4
2024-03-01 02:00:00,1.93,4.065,0.0,4
2024-03-01 03:00:00,0.4,3.565,0.0,4
2024-03-01 04:00:00,0.33,3.315,0.0,4
2024-03-01 05:00:00,1.82,3.315,0.0,4
2024-03-01 06:00:00,2.41,4.065,0.0,4
2024-03-01 07:00:00,2.07,5.165,0.0,4
2024-03-01 08:00:00,2.67,4.365,2.2,4
2024-03-01 09:00:00,1.57,4.215,2.2,4
2024-03-01 10:00:00,4.58,6.715,0.4,4
2024-03-01 11:00:00,2.96,5.715,0.7,4
2024-03-01 12:00:00,3.36,7.415,0.2,4
2024-03-01 13:00:00,3.53,6.265,0.1,4
2024-03-01 14:00:00,1.57,8.065,0.0,4
2024-03-01 15:00:00,1.48,8.365,0.0,4
2024-03-01 16:00:00,0.64,8.015,0.0,4
2024-03-01 17:00:00,4.48,6.965,0.0,4
2024-03-01 18:00:00,3.43,5.715,0.0,4
2024-03-01 19:00:00,0.93,4.965,0.1,4
2024-03-01 20:00:00,2.1,3.765,0.0,4
2024-03-01 21:00:00,3.15,3.515,0.0,4
2024-03-01 22:00:00,3.3,3.315,0.0,4
2024-03-01 23:00:00,2.4,3.665,0.0,4
2024-03-02 00:00:00,2.02,3.965,0.0,5
2024-03-02 01:00:00,1.72,3.515,0.0,5
2024-03-02 02:00:00,0.43,3.865,0.0,5
2024-03-02 03:00:00,0.29,4.065,0.0,5
2024-03-02 04:00:00,0.32,4.515,0.0,5
2024-03-02 05:00:00,1.94,4.465,0.2,5
2024-03-02 06:00:00,4.39,4.615,0.9,5
2024-03-02 07:00:00,1.08,4.665,1.4,5
2024-03-02 08:00:00,1.58,5.165,0.6,5
2024-03-02 09:00:00,6.08,5.815,0.1,5
2024-03-02 10:00:00,4.32,6.365,0.2,5
2024-03-02 11:00:00,1.77,7.115,0.1,5
2024-03-02 12:00:00,2.66,7.215,0.1,5
2024-03-02 13:00:00,0.54,7.215,0.1,5
2024-03-02 14:00:00,0.82,7.965,0.1,5
2024-03-02 15:00:00,0.99,8.265,0.1,5
2024-03-02 16:00:00,0.79,7.765,0.1,5
2024-03-02 17:00:00,2.05,6.965,0.0,5
2024-03-02 18:00:00,2.56,5.165,0.0,5
2024-03-02 19:00:00,2.39,4.365,0.0,5
2024-03-02 20:00:00,1.72,3.065,0.0,5
2024-03-02 21:00:00,3.44,1.665,0.0,5
2024-03-02 22:00:00,1.89,1.915,0.0,5
2024-03-02 23:00:00,1.0,1.365,0.0,5
2024-03-03 00:00:00,2.41,2.615,0.0,6
2024-03-03 01:00:00,1.23,2.765,0.0,6
2024-03-03 02:00:00,0.43,2.615,0.0,6
2024-03-03 03:00:00,0.39,1.315,0.0,6
2024-03-03 04:00:00,0.3,1.315,0.0,6
2024-03-03 05:00:00,0.99,0.365,0.0,6
2024-03-03 06:00:00,4.82,-0.335,0.0,6
2024-03-03 07:00:00,2.05,-0.985,0.0,6
2024-03-03 08:00:00,0.74,1.015,0.0,6
2024-03-03 09:00:00,1.51,2.965,0.0,6
2024-03-03 10:00:00,3.89,4.915,0.0,6
2024-03-03 11:00:00,3.13,6.265,0.0,6
2024-03-03 12:00:00,5.34,7.565,0.0,6
2024-03-03 13:00:00,4.06,8.965,0.0,6
2024-03-03 14:00:00,4.07,9.265,0.0,6
2024-03-03 15:00:00,3.06,8.915,0.0,6
2024-03-03 16:00:00,1.85,8.565,0.0,6
2024-03-03 17:00:00,1.57,7.865,0.0,6
2024-03-03 18:00:00,3.58,7.315,0.0,6
2024-03-03 19:00:00,3.69,6.215,0.0,6
2024-03-03 20:00:00,2.82,5.665,0.0,6
2024-03-03 21:00:00,1.27,2.115,0.0,6
2024-03-03 22:00:00,2.72,1.115,0.0,6
2024-03-03 23:00:00,0.96,1.015,0.0,6
2024-03-04 00:00:00,2.14,1.015,0.0,0
2024-03-04 01:00:00,1.28,0.415,0.0,0
2024-03-04 02:00:00,0.42,1.215,0.0,0
2024-03-04 03:00:00,0.59,0.465,0.0,0
2024-03-04 04:00:00,0.49,1.465,0.0,0
2024-03-04 05:00:00,2.34,-0.285,0.0,0
2024-03-04 06:00:00,3.15,-0.185,0.0,0
2024-03-04 07:00:00,1.83,0.215,0.0,0
2024-03-04 08:00:00,1.95,3.315,0.0,0
2024-03-04 09:00:00,3.97,5.915,0.0,0
2024-03-04 10:00:00,3.84,8.665,0.0,0
2024-03-04 11:00:00,3.07,10.265,0.1,0
2024-03-04 12:00:00,4.71,10.665,0.0,0
2024-03-04 13:00:00,1.95,11.265,0.0,0
2024-03-04 14:00:00,2.26,10.315,0.0,0
2024-03-04 15:00:00,2.88,9.715,0.0,0
2024-03-04 16:00:00,4.76,8.965,0.0,0
2024-03-04 17:00:00,3.33,8.315,0.0,0
2024-03-04 18:00:00,4.36,8.065,0.0,0
2024-03-04 19:00:00,3.76,8.115,0.1,0
2024-03-04 20:00:00,1.47,7.965,0.1,0
2024-03-04 21:00:00,1.55,6.915,0.3,0
2024-03-04 22:00:00,2.09,5.965,0.3,0
2024-03-04 23:00:00,1.92,5.915,0.1,0
2024-03-05 00:00:00,0.61,6.115,0.1,1
2024-03-05 01:00:00,2.39,6.315,0.2,1
2024-03-05 02:00:00,0.38,6.215,0.2,1
2024-03-05 03:00:00,0.79,6.215,0.1,1
2024-03-05 04:00:00,0.69,6.165,0.1,1
2024-03-05 05:00:00,2.58,6.015,0.0,1
2024-03-05 06:00:00,4.35,5.765,0.0,1
2024-03-05 07:00:00,4.87,5.165,0.0,1
2024-03-05 08:00:00,2.76,5.965,0.0,1
2024-03-05 09:00:00,2.42,7.465,0.0,1
2024-03-05 10:00:00,3.73,8.665,0.0,1
2024-03-05 11:00:00,1.35,9.115,0.0,1
2024-03-05 12:00:00,2.35,9.765,0.1,1
2024-03-05 13:00:00,2.25,9.565,0.1,1
2024-03-05 14:00:00,1.38,9.815,0.0,1
2024-03-05 15:00:00,2.14,10.365,0.0,1
2024-03-05 16:00:00,2.3,9.665,0.2,1
2024-03-05 17:00:00,2.06,8.365,0.3,1
2024-03-05 18:00:00,3.82,7.015,0.1,1
2024-03-05 19:00:00,2.86,5.865,0.0,1
2024-03-05 20:00:00,1.36,5.415,0.0,1
2024-03-05 21:00:00,1.89,4.565,0.0,1
2024-03-05 22:00:00,3.54,3.765,0.0,1
2024-03-05 23:00:00,2.94,3.515,0.0,1
2024-03-06 00:00:00,2.35,2.915,0.0,2
2024-03-06 01:00:00,0.44,3.065,0.0,2
2024-03-06 02:00:00,0.34,2.365,0.0,2
2024-03-06 03:00:00,0.31,2.865,0.0,2
2024-03-06 04:00:00,0.59,2.965,0.0,2
2024-03-06 05:00:00,5.67,2.865,0.0,2
2024-03-06 06:00:00,2.82,2.815,0.0,2
2024-03-06 07:00:00,3.71,2.765,0.0,2
2024-03-06 08:00:00,0.97,3.165,0.0,2
2024-03-06 09:00:00,2.76,3.915,0.0,2
2024-03-06 10:00:00,2.16,4.865,0.0,2
2024-03-06 11:00:00,2.61,6.865,0.0,2
2024-03-06 12:00:00,0.69,8.565,0.0,2
2024-03-06 13:00:00,3.11,10.165,0.0,2
2024-03-06 14:00:00,3.54,10.615,0.0,2
2024-03-06 15:00:00,3.45,10.565,0.0,2
2024-03-06 16:00:00,3.59,10.465,0.0,2
2024-03-06 17:00:00,3.24,9.465,0.0,2
2024-03-06 18:00:00,3.87,7.415,0.0,2
2024-03-06 19:00:00,3.96,6.415,0.0,2
2024-03-06 20:00:00,1.98,5.765,0.0,2
2024-03-06 21:00:00,0.79,4.815,0.0,2
2024-03-06 22:00:00,3.2,4.015,0.0,2
2024-03-06 23:00:00,4.14,3.465,0.0,2
2024-03-07 00:00:00,2.37,3.265,0.0,3
2024-03-07 01:00:00,1.36,3.915,0.0,3
2024-03-07 02:00:00,1.83,4.665,0.0,3
2024-03-07 03:00:00,0.45,5.215,0.0,3
2024-03-07 04:00:00,1.66,5.915,0.0,3
2024-03-07 05:00:00,2.33,6.365,0.0,3
2024-03-07 06:00:00,1.05,6.215,0.0,3
2024-03-07 07:00:00,3.74,5.615,0.0,3
2024-03-07 08:00:00,2.28,6.515,0.0,3
2024-03-07 09:00:00,1.47,8.315,0.0,3
2024-03-07 10:00:00,4.96,9.565,0.0,3
2024-03-07 11:00:00,4.47,10.015,0.1,3
2024-03-07 12:00:00,6.97,10.515,0.1,3
2024-03-07 13:00:00,2.96,10.465,0.1,3
2024-03-07 14:00:00,1.42,10.415,0.0,3
2024-03-07 15:00:00,1.02,9.865,0.0,3
2024-03-07 16:00:00,3.48,9.015,0.0,3
2024-03-07 17:00:00,3.1,8.015,0.0,3
2024-03-07 18:00:00,4.23,6.765,0.0,3
2024-03-07 19:00:00,2.34,5.865,0.0,3
2024-03-07 20:00:00,3.08,5.115,0.0,3
2024-03-07 21:00:00,2.65,4.815,0.0,3
2024-03-07 22:00:00,2.0,4.915,0.0,3
2024-03-07 23:00:00,2.42,4.965,0.0,3
2024-03-08 00:00:00,1.96,5.315,0.0,4
2024-03-08 01:00:00,0.4,5.215,0.0,4
2024-03-08 02:00:00,0.21,4.815,0.0,4
2024-03-08 03:00:00,0.2,4.515,0.0,4
2024-03-08 04:00:00,0.74,4.315,0.0,4
2024-03-08 05:00:00,4.21,4.165,0.0,4
2024-03-08 06:00:00,1.33,4.165,0.0,4
2024-03-08 07:00:00,2.15,4.465,0.0,4
2024-03-08 08:00:00,2.4,5.865,0.0,4
2024-03-08 09:00:00,4.33,7.265,0.0,4
2024-03-08 10:00:00,3.07,8.065,0.0,4
2024-03-08 11:00:00,0.49,8.615,0.0,4
2024-03-08 12:00:00,2.52,9.015,0.0,4
2024-03-08 13:00:00,0.63,9.465,0.0,4
2024-03-08 14:00:00,1.91,9.215,0.0,4
2024-03-08 15:00:00,1.6,8.815,0.0,4
2024-03-08 16:00:00,4.2,8.465,0.0,4
2024-03-08 17:00:00,4.79,7.915,0.0,4
2024-03-08 18:00:00,5.71,7.165,0.0,4
2024-03-08 19:00:00,4.28,6.665,0.0,4
2024-03-08 20:00:00,2.98,8.015,0.0,4
2024-03-08 21:00:00,3.08,8.415,0.0,4
2024-03-08 22:00:00,2.98,8.415,0.0,4
2024-03-08 23:00:00,4.08,8.065,0.0,4
2024-03-09 00:00:00,4.78,7.715,0.0,5
2024-03-09 01:00:00,3.48,6.765,0.0,5
2024-03-09 02:00:00,0.66,6.965,0.0,5
2024-03-09 03:00:00,0.41,7.415,0.0,5
2024-03-09 04:00:00,0.5,7.465,0.0,5
2024-03-09 05:00:00,3.38,7.615,0.0,5
2024-03-09 06:00:00,1.98,8.165,0.0,5
2024-03-09 07:00:00,0.57,6.665,0.0,5
2024-03-09 08:00:00,1.02,7.565,0.0,5
2024-03-09 09:00:00,5.37,8.965,0.0,5
2024-03-09 10:00:00,5.21,10.265,0.0,5
2024-03-09 11:00:00,2.79,11.265,0.0,5
2024-03-09 12:00:00,2.36,12.265,0.0,5
2024-03-09 13:00:00,1.85,12.265,0.0,5
2024-03-09 14:00:00,2.94,11.865,0.0,5
2024-03-09 15:00:00,1.55,11.015,0.0,5
2024-03-09 16:00:00,4.23,10.565,0.0,5
2024-03-09 17:00:00,5.09,10.315,0.0,5
2024-03-09 18:00:00,4.92,9.415,0.0,5
2024-03-09 19:00:00,1.91,9.115,0.0,5
2024-03-09 20:00:00,2.93,8.615,0.0,5
2024-03-09 21:00:00,3.94,8.265,0.0,5
2024-03-09 22:00:00,4.41,8.665,0.0,5
2024-03-09 23:00:00,5.94,8.265,0.0,5
2024-03-10 00:00:00,4.53,8.215,0.1,6
2024-03-10 01:00:00,1.27,8.315,0.0,6
2024-03-10 02:00:00,0.63,8.265,0.3,6
2024-03-10 03:00:00,0.4,8.215,0.9,6
2024-03-10 04:00:00,0.87,8.115,0.3,6
2024-03-10 05:00:00,3.4,7.865,0.5,6
2024-03-10 06:00:00,1.85,7.665,0.6,6
2024-03-10 07:00:00,0.42,7.415,0.2,6
2024-03-10 08:00:00,2.65,7.765,0.1,6
2024-03-10 09:00:00,2.7,8.015,0.2,6
2024-03-10 10:00:00,3.15,8.765,0.1,6
2024-03-10 11:00:00,4.23,9.065,0.2,6
2024-03-10 12:00:00,3.06,8.815,0.6,6
2024-03-10 13:00:00,1.74,8.515,0.7,6
2024-03-10 14:00:00,3.53,9.115,0.7,6
2024-03-10 15:00:00,3.46,8.815,0.3,6
2024-03-10 16:00:00,2.96,8.665,0.2,6
2024-03-10 17:00:00,4.86,8.365,0.1,6
2024-03-10 18:00:00,4.43,8.015,0.3,6
2024-03-10 19:00:00,4.12,7.765,0.3,6
2024-03-10 20:00:00,3.38,7.615,0.2,6
2024-03-10 21:00:00,2.85,7.415,0.1,6
2024-03-10 22:00:00,1.61,7.215,0.1,6
2024-03-10 23:00:00,0.94,7.015,0.1,6
2024-03-11 00:00:00,0.9,6.915,0.2,0
2024-03-11 01:00:00,1.61,6.965,0.7,0
2024-03-11 02:00:00,0.41,6.815,0.3,0
2024-03-11 03:00:00,1.27,6.665,0.0,0
2024-03-11 04:00:00,2.29,6.565,0.0,0
2024-03-11 05:00:00,1.4,6.715,0.0,0
2024-03-11 06:00:00,0.87,6.915,0.0,0
2024-03-11 07:00:00,3.35,7.065,0.0,0
2024-03-11 08:00:00,2.91,7.365,0.0,0
2024-03-11 09:00:00,0.81,8.015,0.0,0
2024-03-11 10:00:00,0.81,8.265,0.0,0
2024-03-11 11:00:00,0.48,8.915,0.0,0
2024-03-11 12:00:00,1.77,9.515,0.0,0
2024-03-11 13:00:00,1.87,9.815,0.1,0
2024-03-11 14:00:00,4.28,10.315,0.1,0
2024-03-11 15:00:00,3.64,10.015,0.1,0
2024-03-11 16:00:00,2.37,9.765,0.1,0
2024-03-11 17:00:00,2.17,9.365,0.0,0
2024-03-11 18:00:00,3.36,8.765,0.0,0
2024-03-11 19:00:00,2.61,8.215,0.0,0
2024-03-11 20:00:00,4.63,8.065,0.0,0
2024-03-11 21:00:00,2.61,7.315,0.0,0
2024-03-11 22:00:00,1.35,7.165,0.0,0
2024-03-11 23:00:00,1.25,7.415,0.0,0
2024-03-12 00:00:00,0.56,7.115,0.0,1
2024-03-12 01:00:00,0.74,6.565,0.0,1
2024-03-12 02:00:00,1.19,7.265,0.0,1
2024-03-12 03:00:00,1.9,7.215,0.0,1
2024-03-12 04:00:00,1.9,7.065,0.0,1
2024-03-12 05:00:00,2.08,7.015,0.1,1
2024-03-12 06:00:00,0.7,7.215,0.5,1
2024-03-12 07:00:00,3.63,7.315,1.1,1
2024-03-12 08:00:00,3.38,7.665,1.6,1
2024-03-12 09:00:00,1.45,8.515,1.7,1
2024-03-12 10:00:00,0.84,9.365,2.0,1
2024-03-12 11:00:00,0.49,10.115,1.5,1
2024-03-12 12:00:00,1.79,11.215,1.3,1
2024-03-12 13:00:00,1.28,12.465,1.5,1
2024-03-12 14:00:00,1.74,12.415,0.9,1
2024-03-12 15:00:00,0.61,13.115,0.0,1
2024-03-12 16:00:00,1.32,13.115,0.0,1
2024-03-12 17:00:00,3.49,13.315,0.0,1
2024-03-12 18:00:00,3.12,13.015,0.0,1
2024-03-12 19:00:00,3.77,12.615,0.0,1
2024-03-12 20:00:00,2.17,12.415,0.0,1
2024-03-12 21:00:00,3.19,12.065,0.0,1
2024-03-12 22:00:00,3.04,11.865,0.0,1
2024-03-12 23:00:00,1.55,11.665,0.0,1
2024-03-13 00:00:00,2.3,11.365,0.0,2
2024-03-13 01:00:00,2.39,10.915,0.0,2
2024-03-13 02:00:00,1.33,10.965,0.0,2
2024-03-13 03:00:00,1.69,10.715,0.0,2
2024-03-13 04:00:00,3.3,10.715,0.0,2
2024-03-13 05:00:00,1.06,10.665,0.0,2
2024-03-13 06:00:00,0.36,10.565,0.0,2
2024-03-13 07:00:00,0.32,10.665,0.0,2
2024-03-13 08:00:00,1.37,11.065,0.0,2
2024-03-13 09:00:00,3.38,11.615,0.0,2
2024-03-13 10:00:00,3.54,11.865,0.1,2
2024-03-13 11:00:00,2.65,12.765,0.1,2
2024-03-13 12:00:00,4.29,13.165,0.0,2
2024-03-13 13:00:00,3.08,12.965,0.1,2
2024-03-13 14:00:00,2.09,13.165,0.1,2
2024-03-13 15:00:00,1.05,13.165,0.0,2
2024-03-13 16:00:00,3.77,12.965,0.0,2
2024-03-13 17:00:00,4.94,12.265,0.0,2
2024-03-13 18:00:00,3.43,11.615,0.0,2
2024-03-13 19:00:00,1.78,10.865,0.0,2
2024-03-13 20:00:00,3.03,10.765,0.0,2
2024-03-13 21:00:00,2.26,10.365,0.0,2
2024-03-13 22:00:00,2.43,10.515,0.0,2
2024-03-13 23:00:00,1.13,10.565,0.0,2
2024-03-14 00:00:00,0.69,10.465,0.0,3
2024-03-14 01:00:00,2.07,10.315,0.0,3
2024-03-14 02:00:00,1.5,9.665,0.0,3
2024-03-14 03:00:00,2.76,8.915,0.0,3
2024-03-14 04:00:00,1.25,8.565,0.0,3
2024-03-14 05:00:00,1.49,8.515,0.0,3
2024-03-14 06:00:00,1.04,8.565,0.0,3
2024-03-14 07:00:00,2.29,8.865,0.0,3
2024-03-14 08:00:00,1.39,10.365,0.0,3
2024-03-14 09:00:00,1.52,11.565,0.0,3
2024-03-14 10:00:00,1.35,12.565,0.0,3
2024-03-14 11:00:00,2.34,12.515,0.0,3
2024-03-14 12:00:00,6.18,13.315,0.0,3
2024-03-14 13:00:00,4.47,16.215,0.0,3
2024-03-14 14:00:00,3.64,16.315,0.0,3
2024-03-14 15:00:00,1.31,15.815,0.0,3
2024-03-14 16:00:00,1.77,14.815,0.0,3
2024-03-14 17:00:00,3.27,13.565,0.1,3
2024-03-14 18:00:00,2.13,12.865,0.1,3
2024-03-14 19:00:00,0.75,12.165,0.2,3
2024-03-14 20:00:00,1.51,12.015,0.0,3
2024-03-14 21:00:00,1.53,11.915,0.1,3
2024-03-14 22:00:00,1.58,11.815,0.0,3
2024-03-14 23:00:00,1.35,11.515,0.0,3
2024-03-15 00:00:00,0.89,11.265,0.0,4
2024-03-15 01:00:00,0.66,11.615,0.0,4
2024-03-15 02:00:00,0.69,11.615,0.0,4
2024-03-15 03:00:00,0.37,11.515,0.0,4
2024-03-15 04:00:00,0.5,10.965,0.0,4
2024-03-15 05:00:00,1.32,10.765,0.0,4
2024-03-15 06:00:00,1.09,10.615,0.0,4
2024-03-15 07:00:00,1.62,10.765,0.0,4
2024-03-15 08:00:00,1.81,11.265,0.1,4
2024-03-15 09:00:00,2.23,11.815,0.0,4
2024-03-15 10:00:00,0.84,12.615,0.1,4
2024-03-15 11:00:00,0.46,13.665,0.2,4
2024-03-15 12:00:00,2.05,15.015,0.1,4
2024-03-15 13:00:00,1.12,13.765,0.0,4
2024-03-15 14:00:00,0.68,13.815,1.0,4
2024-03-15 15:00:00,2.74,13.415,0.0,4
2024-03-15 16:00:00,4.2,13.265,0.0,4
2024-03-15 17:00:00,4.97,12.765,0.0,4
2024-03-15 18:00:00,1.67,11.715,0.0,4
2024-03-15 19:00:00,2.36,10.865,0.0,4
2024-03-15 20:00:00,1.49,9.915,0.0,4
2024-03-15 21:00:00,0.79,10.665,0.1,4
2024-03-15 22:00:00,0.38,10.115,0.0,4
2024-03-15 23:00:00,0.59,9.365,0.0,4
2024-03-16 00:00:00,2.71,8.465,0.0,5
2024-03-16 01:00:00,2.58,9.015,0.0,5
2024-03-16 02:00:00,3.82,8.565,0.0,5
2024-03-16 03:00:00,1.77,8.065,0.0,5
2024-03-16 04:00:00,3.51,7.865,0.0,5
2024-03-16 05:00:00,0.39,6.715,0.0,5
2024-03-16 06:00:00,0.27,6.315,0.0,5
2024-03-16 07:00:00,0.79,6.215,0.0,5
2024-03-16 08:00:00,0.29,7.665,0.0,5
2024-03-16 09:00:00,3.4,8.865,0.0,5
2024-03-16 10:00:00,3.37,10.315,0.0,5
2024-03-16 11:00:00,2.66,11.065,0.0,5
2024-03-16 12:00:00,1.65,11.815,0.0,5
2024-03-16 13:00:00,2.33,13.015,0.0,5
2024-03-16 14:00:00,1.17,13.215,0.0,5
2024-03-16 15:00:00,1.6,13.515,0.0,5
2024-03-16 16:00:00,3.37,11.465,0.0,5
2024-03-16 17:00:00,3.82,10.765,0.0,5
2024-03-16 18:00:00,4.73,10.165,0.0,5
2024-03-16 19:00:00,2.9,9.915,0.0,5
2024-03-16 20:00:00,1.93,9.315,0.2,5
2024-03-16 21:00:00,3.26,9.015,0.6,5
2024-03-16 22:00:00,2.23,9.465,0.3,5
2024-03-16 23:00:00,3.09,9.665,0.1,5
2024-03-17 00:00:00,2.48,9.565,0.0,6
2024-03-17 01:00:00,1.42,9.815,0.0,6
2024-03-17 02:00:00,2.13,9.215,0.0,6
2024-03-17 03:00:00,1.29,9.465,0.0,6
2024-03-17 04:00:00,2.58,9.865,0.0,6
2024-03-17 05:00:00,0.43,10.015,0.0,6
2024-03-17 06:00:00,0.74,10.065,0.4,6
2024-03-17 07:00:00,0.19,10.115,1.3,6
2024-03-17 08:00:00,0.2,10.365,1.4,6
2024-03-17 09:00:00,2.15,10.815,1.1,6
2024-03-17 10:00:00,3.57,11.215,1.4,6
2024-03-17 11:00:00,4.06,11.365,0.7,6
2024-03-17 12:00:00,4.11,12.065,0.1,6
2024-03-17 13:00:00,2.68,14.065,0.2,6
2024-03-17 14:00:00,3.13,14.265,0.0,6
2024-03-17 15:00:00,2.35,15.115,0.1,6
2024-03-17 16:00:00,3.54,15.115,0.2,6
2024-03-17 17:00:00,4.22,14.665,0.0,6
2024-03-17 18:00:00,4.57,12.715,0.0,6
2024-03-17 19:00:00,2.72,11.665,0.0,6
2024-03-17 20:00:00,1.97,11.265,0.0,6
2024-03-17 21:00:00,3.07,10.815,0.0,6
2024-03-17 22:00:00,1.16,10.715,0.0,6
2024-03-17 23:00:00,2.87,9.715,0.0,6
2024-03-18 00:00:00,1.7,9.065,0.0,0
2024-03-18 01:00:00,0.53,8.765,0.0,0
2024-03-18 02:00:00,0.67,8.265,0.0,0
2024-03-18 03:00:00,1.83,7.215,0.0,0
2024-03-18 04:00:00,2.29,7.815,0.0,0
2024-03-18 05:00:00,0.31,8.965,0.0,0
2024-03-18 06:00:00,0.21,9.015,0.0,0
2024-03-18 07:00:00,1.54,8.715,0.0,0
2024-03-18 08:00:00,3.2,8.965,0.0,0
2024-03-18 09:00:00,1.33,10.015,0.0,0
2024-03-18 10:00:00,0.27,11.815,0.0,0
2024-03-18 11:00:00,1.61,12.415,0.0,0
2024-03-18 12:00:00,3.38,13.465,0.0,0
2024-03-18 13:00:00,2.48,13.965,0.1,0
2024-03-18 14:00:00,3.06,14.265,0.0,0
2024-03-18 15:00:00,2.99,13.815,0.0,0
2024-03-18 16:00:00,3.14,13.465,0.1,0
2024-03-18 17:00:00,2.86,13.115,0.0,0
2024-03-18 18:00:00,4.99,11.865,0.0,0
2024-03-18 19:00:00,4.31,10.715,0.0,0
2024-03-18 20:00:00,2.25,9.965,0.0,0
2024-03-18 21:00:00,0.94,10.465,0.0,0
2024-03-18 22:00:00,2.89,9.765,0.0,0
2024-03-18 23:00:00,1.43,10.265,0.0,0
2024-03-19 00:00:00,3.63,10.315,0.0,1
2024-03-19 01:00:00,1.88,9.815,0.0,1
2024-03-19 02:00:00,0.93,10.365,0.0,1
2024-03-19 03:00:00,1.19,10.365,0.0,1
2024-03-19 04:00:00,3.09,9.715,0.0,1
2024-03-19 05:00:00,0.46,10.065,0.0,1
2024-03-19 06:00:00,0.24,10.365,0.0,1
2024-03-19 07:00:00,1.85,10.615,0.0,1
2024-03-19 08:00:00,1.93,11.315,0.0,1
2024-03-19 09:00:00,3.29,11.465,0.0,1
2024-03-19 10:00:00,1.32,11.615,0.0,1
2024-03-19 11:00:00,0.69,12.315,0.0,1
2024-03-19 12:00:00,3.11,12.265,0.0,1
2024-03-19 13:00:00,4.68,12.615,0.0,1
2024-03-19 14:00:00,3.88,12.415,0.0,1
